0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71
-0.92682254,0.84819,0.95248914,-0.86104935,0.9196618,0.91135544,-0.97676903,0.786874,0.90569985,-0.92724633,0.8433707,0.9973433,-0.8314842,1.025525,0.47183114,-1.0599504,0.72440934,0.49852952,-0.89730346,0.81938773,1.060486,-0.8550427,1.0417998,0.068170965,-1.0672446,0.7531426,0.08352095,-0.9177413,0.8242389,1.1099827,-0.69938874,1.056734,0.010416508,-0.98858017,0.64527375,0.01894635,-0.9660529,0.8466525,1.5164101,-0.88300645,0.91090226,1.2972844,-1.0127857,0.7551985,1.2972001,-0.91254854,0.8242233,1.6550295,-0.8020279,1.0121089,1.3279047,-1.0899167,0.65188,1.3695506,-0.63293993,1.2204218,1.2948791,-1.2526197,0.431543,1.2719132,-0.49284065,1.3590302,1.311355,-1.3990318,0.2586279,1.2969253,-0.44402623,1.4111624,1.3087637,-1.4532018,0.2056365,1.2998402
-0.92685217,0.84830076,0.9525045,-0.86105573,0.9197431,0.91135687,-0.9768237,0.7869963,0.9057268,-0.92727494,0.84348774,0.99735934,-0.83147043,1.0255519,0.47182083,-1.0599749,0.72448516,0.49855748,-0.89732486,0.81950384,1.0604982,-0.8550238,1.0417931,0.068159044,-1.0672504,0.75315315,0.083544135,-0.91776943,0.82437646,1.1099902,-0.69936275,1.056705,0.010417879,-0.98858404,0.645285,0.018970609,-0.96617556,0.8468945,1.5164006,-0.88304913,0.91106635,1.2972823,-1.0128875,0.75541186,1.297198,-0.9127185,0.8244241,1.6550316,-0.8020183,1.0122318,1.3279003,-1.0900459,0.65211594,1.3695514,-0.6328008,1.2204335,1.2948368,-1.2526885,0.43173933,1.2719026,-0.4926182,1.3589588,1.3113024,-1.3990375,0.25877333,1.2969315,-0.44377482,1.4110619,1.3086704,-1.4531758,0.20574689,1.2997953
-0.92689353,0.8484134,0.9525232,-0.86107934,0.9198315,0.91136193,-0.97688526,0.7871169,0.9057568,-0.92731494,0.8436066,0.9973787,-0.831458,1.0255917,0.47181666,-1.059999,0.72455525,0.49858755,-0.89735055,0.81962264,1.0605108,-0.85500723,1.0417935,0.06815302,-1.0672547,0.75316584,0.083569884,-0.9177989,0.82451427,1.1099993,-0.6993416,1.056687,0.010419488,-0.988587,0.6452975,0.018998265,-0.9662751,0.8471174,1.5163965,-0.88308495,0.911224,1.2972834,-1.0129762,0.7556136,1.2972006,-0.91285425,0.8246083,1.6550353,-0.802001,1.012349,1.3278943,-1.0901597,0.65233886,1.3695574,-0.6326669,1.2204502,1.2947947,-1.2527685,0.43193847,1.2719061,-0.4923863,1.3588777,1.3112481,-1.3990679,0.25893378,1.2969575,-0.4435091,1.4109471,1.3085773,-1.4531798,0.2058776,1.2997699
-0.9269437,0.84852964,0.9525436,-0.8611198,0.91993165,0.9113699,-0.9769492,0.7872365,0.90578747,-0.927363,0.84372795,0.9973997,-0.8314489,1.0256451,0.47181672,-1.0600165,0.7246165,0.4986177,-0.897379,0.8197454,1.060523,-0.8549946,1.0418005,0.068151,-1.0672593,0.7531761,0.08359629,-0.91782826,0.8246524,1.1100097,-0.6993289,1.0566797,0.010414004,-0.98859286,0.6453076,0.019023478,-0.9663412,0.8473089,1.5163996,-0.8831101,0.9113709,1.2972889,-1.0130445,0.75579655,1.2972076,-0.91293585,0.8247622,1.6550381,-0.80197155,1.0124556,1.3278883,-1.0902479,0.65253764,1.369566,-0.63253284,1.2204679,1.2947661,-1.252852,0.43212938,1.2719247,-0.49214292,1.3587873,1.3111981,-1.3991282,0.25910777,1.2969952,-0.44322544,1.410817,1.3084921,-1.453224,0.20603287,1.2997651
-0.92700404,0.84865516,0.9525687,-0.8611773,0.9200475,0.9113827,-0.97701806,0.78736126,0.90582263,-0.9274204,0.8438582,0.9974253,-0.8314459,1.0257124,0.47182187,-1.0600216,0.72466993,0.4986509,-0.89740986,0.8198766,1.0605364,-0.8549856,1.0418134,0.06815362,-1.0672579,0.7531825,0.08362615,-0.91785854,0.82479596,1.1100221,-0.6993226,1.0566818,0.010406435,-0.98859274,0.6453145,0.019050896,-0.96637934,0.8474738,1.5164099,-0.8831272,0.91151166,1.2973001,-1.0130959,0.755966,1.2972188,-0.9129666,0.8248826,1.6550382,-0.8019351,1.0125569,1.3278875,-1.090314,0.6527183,1.3695773,-0.632401,1.2204887,1.2947474,-1.2529287,0.4323144,1.271944,-0.49190062,1.3586996,1.3111466,-1.3992041,0.25929427,1.2970281,-0.4429385,1.4106853,1.3084054,-1.4532919,0.20620966,1.2997653
-0.9270708,0.8487902,0.9525969,-0.86124736,0.9201783,0.9113982,-0.9770895,0.78749233,0.90586114,-0.927483,0.8439974,0.997454,-0.8314542,1.0257915,0.47182918,-1.0600119,0.7247152,0.49868605,-0.8974402,0.82001525,1.0605495,-0.8549814,1.041831,0.06815773,-1.0672506,0.7531836,0.08365828,-0.9178878,0.8249444,1.1100346,-0.6993227,1.0566913,0.010396898,-0.98858666,0.64531726,0.01907891,-0.96639174,0.8476113,1.5164251,-0.8831353,0.91164505,1.2973157,-1.0131313,0.7561222,1.297231,-0.91294587,0.8249658,1.6550319,-0.80189157,1.0126512,1.3278954,-1.0903593,0.6528803,1.3695873,-0.63226867,1.2205081,1.29474,-1.2529864,0.43248475,1.2719555,-0.49167225,1.3586266,1.3110942,-1.3992772,0.25947797,1.2970426,-0.44266587,1.410569,1.3083175,-1.4533628,0.20639002,1.2997589
-0.9271359,0.84893435,0.95262957,-0.8613195,0.920321,0.9114172,-0.97715646,0.7876295,0.9059049,-0.92754364,0.84414613,0.9974872,-0.83147943,1.025878,0.47183782,-1.0599883,0.7247565,0.4987262,-0.8974652,0.82015854,1.0605637,-0.85498554,1.0418494,0.0681625,-1.0672324,0.7531822,0.08369559,-0.91791284,0.82509536,1.110048,-0.6993292,1.056703,0.01039362,-0.9885671,0.6453129,0.01912266,-0.96638215,0.8477262,1.5164447,-0.88313246,0.91177046,1.2973359,-1.0131527,0.7562679,1.2972443,-0.91288376,0.82501805,1.655021,-0.8018457,1.0127404,1.327921,-1.0903896,0.65303236,1.3696003,-0.63213575,1.220521,1.2947332,-1.253016,0.4326468,1.2719446,-0.49147063,1.3585756,1.3110368,-1.399322,0.25965214,1.297027,-0.4424262,1.4104801,1.3082268,-1.4534068,0.20656294,1.2997358
-0.9271882,0.84908193,0.9526619,-0.86137915,0.92046785,0.91143656,-0.9772101,0.78777015,0.9059477,-0.92759156,0.844298,0.99752,-0.83151805,1.0259663,0.4718447,-1.0599618,0.7248038,0.49876714,-0.89748085,0.82030046,1.0605773,-0.8549975,1.0418679,0.06816512,-1.067211,0.753185,0.08373362,-0.9179287,0.8252424,1.1100609,-0.69934046,1.0567153,0.01039654,-0.9885446,0.645307,0.019176722,-0.9663482,0.84781855,1.5164666,-0.8831126,0.91188276,1.2973583,-1.0131589,0.75640196,1.2972574,-0.91278356,0.82504565,1.6550066,-0.80178964,1.0128187,1.3279591,-1.090404,0.65317315,1.3696141,-0.6319958,1.2205242,1.29473,-1.253019,0.43279356,1.2719262,-0.4912895,1.3585427,1.3109827,-1.3993264,0.25979877,1.2969983,-0.4422168,1.410419,1.3081429,-1.4534076,0.20670599,1.2997091
-0.92723095,0.849237,0.9526938,-0.86142945,0.92062306,0.91145664,-0.97725546,0.7879201,0.90598917,-0.9276291,0.84445596,0.99755234,-0.83156043,1.0260555,0.47184935,-1.0599167,0.72485554,0.49880543,-0.8974853,0.8204428,1.0605878,-0.8549984,1.0418841,0.06816441,-1.0671765,0.7531944,0.08376914,-0.9179383,0.82539093,1.1100688,-0.6993384,1.0567267,0.010402739,-0.98851323,0.6453055,0.01922667,-0.9663193,0.8479016,1.5164826,-0.88308907,0.91198957,1.2973791,-1.0131668,0.75653505,1.2972605,-0.9126592,0.82505476,1.6549735,-0.8017284,1.0128872,1.3280063,-1.090426,0.6533178,1.3696187,-0.6318463,1.2205153,1.294744,-1.253016,0.43292046,1.2719293,-0.49112552,1.3585262,1.3109353,-1.3993095,0.25991273,1.296994,-0.4420306,1.4103795,1.3080602,-1.4533815,0.20681113,1.2997144
-0.9272459,0.8494155,0.9527396,-0.86144763,0.92079794,0.9114911,-0.9772725,0.7880932,0.90604424,-0.9276414,0.84463906,0.9975986,-0.83159775,1.026134,0.47185934,-1.0598332,0.7249219,0.49885657,-0.89746,0.8205915,1.060603,-0.8549881,1.0418804,0.0681684,-1.0670948,0.7532102,0.08381683,-0.91793543,0.8255514,1.1100734,-0.6993161,1.0567203,0.010438383,-0.9884356,0.64529043,0.019320905,-0.9663584,0.8480183,1.5164847,-0.883084,0.9121137,1.2974002,-1.0132056,0.756696,1.2972441,-0.9125718,0.82508683,1.6549125,-0.80170035,1.0129743,1.328088,-1.0905144,0.65352863,1.3696206,-0.63170385,1.2204978,1.2947587,-1.2530406,0.4330802,1.2719402,-0.49099392,1.3585281,1.3108809,-1.3992893,0.26003683,1.2970212,-0.44187707,1.4103578,1.3079569,-1.4533434,0.20691806,1.2997624
