0,1,2
0.032787908,-0.01664612,-0.6017506
0.032729525,-0.016755419,-0.6017226
0.03245265,-0.017451022,-0.6012318
0.032512568,-0.01761374,-0.60079896
0.032596115,-0.017730433,-0.60039085
0.032657046,-0.01784469,-0.6001224
0.032675378,-0.017937073,-0.60005915
0.03261435,-0.018041583,-0.6001809
0.03252157,-0.018091733,-0.6004463
0.032394562,-0.018089576,-0.60084724
0.032253537,-0.018069364,-0.6012376
0.032098245,-0.01805717,-0.601598
0.031947237,-0.0180433,-0.6018814
0.031816453,-0.018015813,-0.60205513
0.031692326,-0.017976714,-0.60213745
0.031574167,-0.017915947,-0.6021448
0.03144616,-0.017853238,-0.60210186
0.03132611,-0.01779114,-0.6020529
0.031229928,-0.017703187,-0.6020123
0.03111184,-0.017676124,-0.6020008
0.030962063,-0.017851714,-0.60204583
0.030970093,-0.01789882,-0.60213554
0.031023923,-0.01794783,-0.6022378
0.031069692,-0.01803694,-0.6023259
0.031092469,-0.018157305,-0.6023936
0.031088714,-0.018280093,-0.60244894
0.031063387,-0.01837045,-0.60250586
0.03102795,-0.018400246,-0.6025776
0.030996228,-0.018363716,-0.60267097
0.030973637,-0.0182956,-0.60278934
0.03096849,-0.018204136,-0.6029151
0.030983118,-0.01808713,-0.60303015
0.030999623,-0.017999182,-0.6031311
0.031028973,-0.017869545,-0.60320187
0.031057116,-0.017739555,-0.6032565
0.031088177,-0.017609324,-0.6032935
0.031111637,-0.017485028,-0.60334074
0.031151008,-0.017372215,-0.60338044
0.0312421,-0.017261568,-0.6033841
0.03133162,-0.017200906,-0.60328615
0.031392485,-0.017167395,-0.6031175
0.031453088,-0.017116554,-0.6029093
0.03151878,-0.017027577,-0.60271764
0.031583685,-0.016897554,-0.60259664
0.031633608,-0.016740521,-0.60257775
0.031652648,-0.016578238,-0.6026596
0.03163502,-0.016424641,-0.60281235
0.03158831,-0.016278097,-0.6029901
0.031530395,-0.016126214,-0.6031458
0.03147895,-0.015958395,-0.603247
0.031444672,-0.015775464,-0.60328215
0.031429492,-0.015586857,-0.60325766
0.03142991,-0.015418259,-0.60320765
0.03143108,-0.015269627,-0.60316145
0.03144734,-0.015130647,-0.60313517
0.031476937,-0.0149918245,-0.6031209
0.031508997,-0.014775877,-0.60309255
0.03154671,-0.014466002,-0.6030613
0.03155712,-0.014249912,-0.60308254
0.03156403,-0.014066915,-0.6031563
0.031567976,-0.013911479,-0.603283
0.03157641,-0.013793878,-0.603445
0.031598747,-0.013733468,-0.6035965
0.031642318,-0.013752174,-0.60367894
0.031714164,-0.013777937,-0.60362947
0.031832248,-0.013696856,-0.60344774
0.03198531,-0.013616187,-0.60323596
0.03217729,-0.01343472,-0.60309684
0.03239776,-0.013185442,-0.60314083
0.03263477,-0.012889739,-0.603431
0.032855235,-0.012676572,-0.60396224
0.03308307,-0.012463887,-0.6046673
0.033296593,-0.012371021,-0.6054465
0.033560548,-0.012120806,-0.6062635
0.03385211,-0.011957563,-0.6070224
0.034189973,-0.0118052745,-0.6076998
0.03458435,-0.011419407,-0.60834616
0.034986574,-0.011017985,-0.60886323
0.035349626,-0.010666457,-0.60929024
0.035697494,-0.0103623625,-0.6097155
0.03608315,-0.009876038,-0.6103158
0.03660476,-0.009371084,-0.6111759
0.03753504,-0.008288265,-0.61235183
0.038794942,-0.007458536,-0.61376065
0.03978747,-0.006733203,-0.61528903
0.040385008,-0.006079827,-0.61669904
0.040659986,-0.0055352356,-0.6178281
0.04066028,-0.0050388053,-0.61859936
0.0404695,-0.004466297,-0.6190292
0.025824089,-0.023955349,-0.6205998
0.024680024,-0.022987105,-0.62091523
0.024118904,-0.021954399,-0.62120795
0.02382817,-0.020926759,-0.62140685
0.023682445,-0.020406548,-0.6214392
0.023578089,-0.020904772,-0.6212499
0.023472033,-0.022644218,-0.6208911
0.023441266,-0.025360944,-0.6205422
0.023659209,-0.028379362,-0.62040955
0.024273366,-0.030937618,-0.6205681
0.025264522,-0.032526042,-0.62086415
0.026392568,-0.033025432,-0.62097573
0.027355863,-0.032655224,-0.6205748
0.027852872,-0.03173117,-0.61952305
0.027860891,-0.030579936,-0.6180313
0.027536329,-0.029439883,-0.61650324
0.02710959,-0.028487153,-0.6154004
0.0267443,-0.027856324,-0.61503553
0.02646989,-0.027676122,-0.6154361
0.02620248,-0.028088583,-0.61634195
0.025818164,-0.029209618,-0.6173618
0.024480736,-0.029662106,-0.6201213
0.02427339,-0.03043241,-0.6201654
0.024078498,-0.030824766,-0.6198927
0.023498202,-0.030885538,-0.61929584
0.02236381,-0.030719534,-0.6183232
0.020644298,-0.030211193,-0.6168373
0.020181814,-0.030149331,-0.61446565
0.018306654,-0.030629635,-0.6121914
0.017729014,-0.03017338,-0.6093374
0.020929126,-0.02710028,-0.60640043
0.02096326,-0.02762593,-0.606771
0.021723172,-0.026885284,-0.6074034
0.022200523,-0.026056346,-0.6083063
0.022694118,-0.024847742,-0.608996
0.023721239,-0.023184206,-0.60887986
0.024489013,-0.021882359,-0.608014
0.025207646,-0.02089787,-0.60657245
0.025646815,-0.020390412,-0.604832
0.025827648,-0.020212116,-0.6030356
0.025837142,-0.020255098,-0.6013377
0.02590989,-0.020636093,-0.59980416
0.025886847,-0.02146393,-0.5984018
0.025826372,-0.021848101,-0.5973195
0.025704537,-0.021575622,-0.5966598
0.025633592,-0.021168845,-0.5966193
0.025615005,-0.02029174,-0.5973323
0.025617203,-0.019695863,-0.5987505
0.023324452,-0.02030707,-0.60197264
0.022999153,-0.020398485,-0.6043028
0.021912856,-0.01726899,-0.6050349
0.022837732,-0.016511343,-0.6051373
0.023303952,-0.016641973,-0.60463995
0.023697881,-0.015855744,-0.6033419
0.023718225,-0.015386785,-0.60164934
0.023335528,-0.0152163,-0.5999743
0.025162576,-0.01569956,-0.5970553
0.025630297,-0.015931418,-0.59555566
0.025318403,-0.016984476,-0.5944686
0.024969788,-0.018224798,-0.59333545
0.024756981,-0.019478016,-0.59215623
0.024719622,-0.020524062,-0.59092814
0.024790112,-0.021355217,-0.58972025
0.02483228,-0.022073947,-0.58862853
0.024792066,-0.022769304,-0.5878125
0.024657767,-0.023486875,-0.58740026
0.024450665,-0.024204154,-0.58742875
0.024211105,-0.024829907,-0.5878147
0.024005145,-0.025196154,-0.58836913
0.023935802,-0.025074907,-0.5888303
0.02413097,-0.024258807,-0.588896
0.024704745,-0.022688204,-0.5882624
0.025723357,-0.020547312,-0.58669895
0.027200133,-0.018263832,-0.5841749
0.029117445,-0.016407387,-0.5809976
0.031440828,-0.015555604,-0.5778512
0.034098655,-0.01620205,-0.57560956
0.03694014,-0.018719155,-0.5749284
0.03971296,-0.023322588,-0.57583636
0.04218213,-0.029858798,-0.577572
0.043930333,-0.038356338,-0.57922375
0.04483355,-0.04785443,-0.5796783
0.045013614,-0.05760828,-0.5791899
0.04550242,-0.06682127,-0.5793546
0.04675003,-0.07456608,-0.5813484
0.048459962,-0.08052721,-0.5857664
0.050460964,-0.08418864,-0.59228957
0.05215478,-0.08564183,-0.5997899
0.052946188,-0.08531464,-0.6068543
0.052306954,-0.083873555,-0.61234725
0.05003657,-0.08197622,-0.61602724
0.046237882,-0.080074355,-0.61858696
0.041224632,-0.07827891,-0.62128824
0.03547855,-0.07635206,-0.6254356
0.02963691,-0.0737774,-0.63191056
0.024422865,-0.06988409,-0.64088434
0.020163227,-0.06433069,-0.65147835
0.017901532,-0.05687088,-0.66308403
0.017327901,-0.04763919,-0.67360806
0.018289136,-0.037616625,-0.68145406
0.020285182,-0.027890721,-0.6854251
0.022779556,-0.019624854,-0.6849334
0.025695851,-0.0135751115,-0.67989993
0.028173557,-0.010788374,-0.6702767
0.030213138,-0.011184798,-0.6562854
0.030752175,-0.014958157,-0.6384494
0.028974148,-0.021710161,-0.6179206
0.024738804,-0.030448776,-0.59601885
0.018553287,-0.040021118,-0.5737831
0.011370116,-0.049231283,-0.5516831
0.004361738,-0.057096545,-0.5298586
-0.0012905372,-0.06296514,-0.5082404
-0.004556624,-0.06662327,-0.48651022
-0.004710798,-0.06834486,-0.46402305
-0.0016024117,-0.06862779,-0.4400055
0.004214913,-0.06824822,-0.41403508
0.011322005,-0.06776762,-0.3865545
0.01809254,-0.067309245,-0.3588964
0.023323623,-0.066874534,-0.33273306
0.026534025,-0.066563256,-0.30940124
0.027753713,-0.066479705,-0.28930855
0.027265588,-0.06678934,-0.2720587
0.025309943,-0.067040496,-0.25655943
0.022628842,-0.0683156,-0.2418887
0.019624945,-0.07074285,-0.22699521
0.017466793,-0.07349461,-0.21198715
0.017090451,-0.07696183,-0.1981725
0.01900438,-0.08101355,-0.18675242
0.022897003,-0.08518775,-0.17859551
0.02783079,-0.08890603,-0.17373122
0.03279828,-0.09181897,-0.171359
0.036875382,-0.09376451,-0.17003468
0.039311968,-0.09482913,-0.16834985
0.039533146,-0.09531463,-0.16562004
0.037270013,-0.09563449,-0.1622278
0.03290968,-0.096060686,-0.15945205
0.029230885,-0.10434157,-0.15758254
0.0241507,-0.107251786,-0.16041784
0.021625903,-0.10729543,-0.16723847
0.021638833,-0.10631242,-0.17652053
0.02363662,-0.10506762,-0.18581754
0.026769685,-0.104193985,-0.19243248
0.030039145,-0.104015954,-0.19425678
0.03227311,-0.10477481,-0.1904542
0.03207892,-0.10659273,-0.18173596
0.028675172,-0.109082066,-0.16981602
0.022039736,-0.11118985,-0.15650998
0.01288948,-0.111727804,-0.14284028
0.002411324,-0.10993331,-0.12893724
-0.008011849,-0.10570284,-0.1144632
-0.01710878,-0.09957563,-0.09886123
-0.02402795,-0.09244668,-0.08123098
-0.028438032,-0.0850691,-0.060189888
-0.030402118,-0.07769959,-0.034132503
-0.030016065,-0.07015648,-0.00189711
-0.027340932,-0.062056087,0.036550146
-0.022507189,-0.053085133,0.079908974
-0.015758572,-0.043346547,0.12603396
-0.0075796777,-0.033241242,0.17277555
0.0012196243,-0.023006631,0.21856122
0.009609745,-0.012376612,0.26253474
0.016760385,-0.0007477139,0.30422717
0.02202436,0.01225304,0.34354973
0.025229307,0.026215527,0.38051823
0.0266425,0.040077835,0.41511244
0.026641708,0.05292972,0.44701228
0.025409587,0.064932,0.4754409
0.022790663,0.07745408,0.49927604
0.014981436,0.09084142,0.520674
0.0073685236,0.108105004,0.53213334
-0.0026128497,0.12947525,0.5374401
-0.014750297,0.15422307,0.53745985
-0.028516093,0.18085364,0.53368074
-0.043292698,0.20771073,0.5279783
-0.058356445,0.23341821,0.52202445
-0.07307893,0.25692827,0.5166399
-0.08707766,0.2774477,0.5115797
-0.100213625,0.29438788,0.505944
-0.1124481,0.30727434,0.49896386
-0.1236895,0.315572,0.49064937
-0.13374981,0.31856298,0.48190543
-0.1424176,0.31551006,0.4741094
-0.14956087,0.3061354,0.4684284
-0.15513384,0.29119104,0.46537763
-0.15910059,0.27260828,0.46466225
-0.16139929,0.2527324,0.46540728
-0.16203953,0.2333447,0.46660268
-0.16119497,0.21494845,0.46753347
-0.15915161,0.19684868,0.4679741
-0.15612917,0.17783964,0.46807915
-0.1521356,0.1570119,0.46809044
-0.14680916,0.13351092,0.46815258
-0.14020142,0.10858493,0.46783727
-0.13228258,0.083045654,0.46685526
-0.12360821,0.058539946,0.46500728
-0.11461745,0.033849537,0.46274364
-0.10608106,0.0094881775,0.46066344
-0.098422855,-0.014179325,0.45936078
-0.09159455,-0.03694467,0.45910817
-0.085178316,-0.058915865,0.45975986
-0.07864688,-0.08054694,0.460886
-0.07162899,-0.10240588,0.46202168
-0.064053185,-0.124818705,0.46287778
-0.056128986,-0.14766338,0.4634104
-0.048212107,-0.17044422,0.46375266
-0.04065212,-0.19253066,0.4640832
