0,1,2
-0.94923097,0.83431554,0.9725606
-0.9492447,0.8343431,0.97258055
-0.9492003,0.8344487,0.9726384
-0.94918907,0.8345864,0.97266895
-0.9491746,0.834738,0.97270024
-0.94915813,0.8348969,0.9727317
-0.9491457,0.83505106,0.9727604
-0.94914347,0.83518887,0.9727933
-0.9491456,0.83531713,0.9728145
-0.94915736,0.8354399,0.97282875
-0.9491761,0.8355504,0.9728399
-0.9492057,0.8356612,0.97285527
-0.94924706,0.8357738,0.9728739
-0.94929725,0.83589005,0.9728944
-0.94935757,0.8360156,0.97291946
-0.9494243,0.83615065,0.97294766
-0.9494894,0.8362948,0.9729803
-0.94954175,0.83644235,0.9730126
-0.9495845,0.83659744,0.9730446
-0.94959944,0.8367759,0.97309035
-0.94955456,0.8369416,0.973132
-0.9494757,0.837044,0.9731445
-0.94937724,0.83711946,0.9731611
-0.94926685,0.837168,0.9731823
-0.9491528,0.8371904,0.9732024
-0.9490428,0.83719015,0.9732158
-0.94894123,0.83717144,0.9732184
-0.94884884,0.83713734,0.9732076
-0.9487627,0.8370893,0.9731831
-0.948679,0.83702874,0.97315055
-0.94859564,0.8369564,0.97310954
-0.94851387,0.8368752,0.9730584
-0.94843876,0.8367938,0.97301394
-0.94837326,0.8367144,0.97296774
-0.94831693,0.8366394,0.9729318
-0.9482597,0.8365617,0.97289824
-0.94819623,0.8364805,0.97287923
-0.94812477,0.836393,0.97286373
-0.9480102,0.83628094,0.97284335
-0.9479028,0.836161,0.9728305
-0.9477916,0.83604085,0.9728225
-0.94768125,0.8359256,0.97280926
-0.9475731,0.83581686,0.97278726
-0.94746846,0.835713,0.9727556
-0.94737124,0.83561134,0.972716
-0.9472882,0.83551073,0.97267205
-0.9472249,0.835412,0.97262853
-0.9471813,0.8353175,0.9725886
-0.9471503,0.8352289,0.9725526
-0.9471206,0.83514607,0.9725178
-0.9470818,0.83506703,0.97248137
-0.9470298,0.8349894,0.9724428
-0.9469644,0.83491147,0.9724089
-0.94688725,0.8348346,0.97238564
-0.94681996,0.83476436,0.9723748
-0.94676113,0.834702,0.97237265
-0.9466797,0.83465135,0.97235906
-0.9465901,0.83461523,0.9723372
-0.94652325,0.83458626,0.9723266
-0.9464585,0.834566,0.97231364
-0.9463956,0.83455133,0.97229636
-0.94633377,0.83454216,0.9722737
-0.9462742,0.83454263,0.9722452
-0.9462204,0.8345592,0.9722102
-0.94618237,0.83459496,0.97215223
-0.94616926,0.8346447,0.97205645
-0.9461767,0.8347143,0.97195584
-0.94620764,0.8347846,0.9718407
-0.94625795,0.8348527,0.9717215
-0.94632345,0.8349085,0.9715968
-0.94639856,0.83495533,0.97147554
-0.9464834,0.83498096,0.97133255
-0.9465756,0.8349974,0.9711771
-0.9466669,0.8349781,0.9709736
-0.94676214,0.834955,0.97076154
-0.946861,0.83492315,0.9705367
-0.946956,0.83484554,0.9702792
-0.9470555,0.8347498,0.96999246
-0.947168,0.8346447,0.9696785
-0.94728976,0.83454096,0.96932685
-0.9474197,0.8343874,0.968937
-0.9475485,0.8342428,0.96853226
-0.94769126,0.83391166,0.9681557
-0.94779694,0.8334625,0.9679262
-0.9478321,0.8329047,0.96781397
-0.9478282,0.832283,0.9677537
-0.9478126,0.83162665,0.9677213
-0.94780797,0.83096826,0.96770775
-0.9478354,0.83035123,0.9677165
-0.948828,0.8299961,0.9683712
-0.9487367,0.829898,0.96814364
-0.9487353,0.82982755,0.96802473
-0.9487603,0.82983315,0.96796465
-0.94874215,0.8299234,0.96792746
-0.948639,0.83007705,0.9678975
-0.9484579,0.830256,0.9678854
-0.9482498,0.8304261,0.96791863
-0.94807637,0.83057415,0.9680189
-0.947974,0.8307096,0.9681798
-0.947945,0.83084834,0.9683581
-0.9479759,0.8309903,0.96848327
-0.9480579,0.8311157,0.9684829
-0.9481926,0.8312018,0.9683106
-0.9483841,0.8312521,0.96797013
-0.948622,0.83131206,0.967522
-0.948897,0.83145535,0.96706504
-0.949215,0.8317467,0.96670127
-0.94959664,0.83220756,0.96649873
-0.9500577,0.83280015,0.9664726
-0.95058435,0.83343256,0.966592
-0.9507382,0.8335093,0.96636724
-0.9513559,0.833843,0.9665869
-0.9519104,0.83388853,0.9668618
-0.9523757,0.83368325,0.96720016
-0.9527491,0.8332906,0.96761584
-0.9530548,0.8328042,0.9680841
-0.9533811,0.83248234,0.968313
-0.95345986,0.83220756,0.9684901
-0.9537545,0.8317112,0.9684099
-0.95367634,0.83125234,0.9684249
-0.95348173,0.83059573,0.96849996
-0.9532843,0.8303205,0.96814626
-0.95310336,0.830165,0.9678063
-0.9529539,0.8300966,0.9674341
-0.9528771,0.8301947,0.9670268
-0.9528235,0.8304472,0.96680516
-0.9527441,0.8307786,0.96670955
-0.9525836,0.8310987,0.9667309
